Name/Identifier	Unit type	Cost	Support Cost	Production time	Starting honour handicap	Units base strength	Number of men in unit ( Base value before scaling )	Honour step value	General candidate? ( eg. Stealth troops are not )	Rebelling Troop mixes this unit can belong to	Ruler ID troop advantage	Region ID troop advantage	Dojo advantage modifier	Unit choices (AI)	Unit Speciality extra building influences	Buildings needed to produce this Unit	Unit Class	Moral Bonus	Aplicable periods	Is this units base unitsize scalable?	Stats and general info about this trooptype	"Is the unit invisible to other players in the strategy map?
For units indicates a stealth unit"	Unit specialities	Tooltip Labels	Mount type	The body type + is it recolourable? + does it have a hi-res texture page.	If this unit is a leader of a faction then specify here which faction it leads. Different units may be specified for each time period and are assigned in the order the units are listed. Any time periods remaining unassigned will be assigned the last unit specified as a leader for the particular faction.  	Faction Association	Region	The order in which the units suitability for formation positions is evaluated. 	"Another set of suitability values for the formations troop types, this one represents the suitability of a type to perform certain tasks."	Specific cultures this unit belongs to. 	"Ship info, including stats ( if this is a ship ).."	NumSupportingRanks   Number of ranks behind first that can give support in melee. Default is 0.	"Effects chance of becomming inpetuous, and some other morale effects. Default is NORMAL."	Affects how evenly spaced the troops are in formation. Cosmetic only. Default is POORLY_FORMED.	"ShieldType. The type of shield the unit is considered to have for combat purposes
"	"MeleeWithShield. True if the unit can use the shield in melee. False if it has a weapon that needs two hands
"	ShieldModifier. The benefit the unit receives from having a shield. Units with heavy 	"ArmourPierciingWeapon  True if the weapon type is particularly effective against armoured troops
"	"CavAttackBonus The factor bonus the unit recieves when attacking cavalry
"	"CavDefenseBonus. The factor bonus the unit receives when defending against cavalry
"	Units this unit is fearful of.	This describes how much the unit affects the Zeal of the followers for each religion.	This describes how much the unit affects the Faith of the followers for each religion.	Dismounting info.	DismountInOpenBattle	Weapon type	Mercenary Unit	Period association for non campaign games.	Faction association for non campaign games.
Bishop	BISHOP	100	0	1	0	80	1	1	DISCOURAGED		FN_FRENCH			"POVERTY_STRICKEN(15.1), DESPERATE_DEFENCE(15.1), CATHOLIC_EXPANSIONIST(120.8), CATHOLIC_NAVAL_EXPANSIONIST(120.8), CATHOLIC_TRADER(151), CATHOLIC_CRUSADER_TRADER(151), CATHOLIC_EXPANSIONIST_CRUSADER(120.8), CATHOLIC_DEFENSIVE_CRUSADER(120.8), POPE(75.5), CATHOLIC_DEFENSIVE(120.8), CATHOLIC_ISOLATIONIST(75.5), ORTHODOX_DEFENSIVE(120.8), ORTHODOX_EXPANSIONIST(120.8), ORTHODOX_STAGNANT(151), MUSLIM_PEACEFUL(151), MUSLIM_EXPANSIONIST(120.8), MUSLIM_DEVOUT(120.8), BARBARIAN_RAIDER(60.4), REBELS(151), CLOSE_TO_SUPPORT_LIMIT(63.42)"		{ CHURCH }			ALL_PERIODS	NO		NO		"own_bishop_tooltip1, own_bishop_tooltip2, other_bishop_tooltip1,  other_bishop_tooltip2"								CATHOLIC													CATHOLIC(2)					ALL_PERIODS	
Cardinal	CARDINAL	150	0	1	0	80	1	1	OK		FN_FRENCH			"POVERTY_STRICKEN(19.3), DESPERATE_DEFENCE(19.3), CATHOLIC_EXPANSIONIST(154.4), CATHOLIC_NAVAL_EXPANSIONIST(154.4), CATHOLIC_TRADER(193), CATHOLIC_CRUSADER_TRADER(193), CATHOLIC_EXPANSIONIST_CRUSADER(154.4), CATHOLIC_DEFENSIVE_CRUSADER(154.4), POPE(96.5), CATHOLIC_DEFENSIVE(154.4), CATHOLIC_ISOLATIONIST(96.5), ORTHODOX_DEFENSIVE(154.4), ORTHODOX_EXPANSIONIST(154.4), ORTHODOX_STAGNANT(193), MUSLIM_PEACEFUL(193), MUSLIM_EXPANSIONIST(154.4), MUSLIM_DEVOUT(154.4), BARBARIAN_RAIDER(77.2), REBELS(193), CLOSE_TO_SUPPORT_LIMIT(106.15)"		{ CATHEDRAL }			ALL_PERIODS	NO		NO		"own_cardinal_tooltip1, own_cardinal_tooltip2, other_cardinal_tooltip1,  other_cardinal_tooltip2"								CATHOLIC													CATHOLIC(5)					ALL_PERIODS	
Inquisitor	INQUISITOR	200	0	1	0	80	1	1	OK		FN_ARAGONESE	ID_CASTILE		"POVERTY_STRICKEN(114.75), DESPERATE_DEFENCE(5.1), CATHOLIC_EXPANSIONIST(40.8), CATHOLIC_NAVAL_EXPANSIONIST(40.8), CATHOLIC_TRADER(51), CATHOLIC_CRUSADER_TRADER(51), CATHOLIC_EXPANSIONIST_CRUSADER(40.8), CATHOLIC_DEFENSIVE_CRUSADER(40.8), POPE(25.5), CATHOLIC_DEFENSIVE(40.8), CATHOLIC_ISOLATIONIST(25.5), ORTHODOX_DEFENSIVE(40.8), ORTHODOX_EXPANSIONIST(40.8), ORTHODOX_STAGNANT(51), MUSLIM_PEACEFUL(51), MUSLIM_EXPANSIONIST(40.8), MUSLIM_DEVOUT(40.8), BARBARIAN_RAIDER(20.4), REBELS(51), CLOSE_TO_SUPPORT_LIMIT(6.12)"		{ MONASTERY }			ALL_PERIODS	NO		NO		"own_inquisitor_tooltip1, own_inquisitor_tooltip2, other_inquisitor_tooltip1,  other_inquisitor_tooltip2"								CATHOLIC												"PAGAN(0), CATHOLIC(2), ORTHODOX(0), ISLAMIC(0), JEWISH(0), HERETIC(0)"						ALL_PERIODS	
GrandInquisitor	GRAND_INQUISITOR	300	0	2	0	80	1	1	OK		FN_ARAGONESE	ID_CASTILE		"POVERTY_STRICKEN(107.5), DESPERATE_DEFENCE(4.3), CATHOLIC_EXPANSIONIST(34.4), CATHOLIC_NAVAL_EXPANSIONIST(34.4), CATHOLIC_TRADER(43), CATHOLIC_CRUSADER_TRADER(43), CATHOLIC_EXPANSIONIST_CRUSADER(34.4), CATHOLIC_DEFENSIVE_CRUSADER(34.4), POPE(21.5), CATHOLIC_DEFENSIVE(34.4), CATHOLIC_ISOLATIONIST(21.5), ORTHODOX_DEFENSIVE(34.4), ORTHODOX_EXPANSIONIST(34.4), ORTHODOX_STAGNANT(43), MUSLIM_PEACEFUL(43), MUSLIM_EXPANSIONIST(34.4), MUSLIM_DEVOUT(34.4), BARBARIAN_RAIDER(17.2), REBELS(43), CLOSE_TO_SUPPORT_LIMIT(4.3)"		{ RELIQUARY }			"HIGH, LATE"	NO		NO		"own_ginquisitor_tooltip1, own_ginquisitor_tooltip2, other_ginquisitor_tooltip1,  other_ginquisitor_tooltip2"								CATHOLIC												"PAGAN(0), CATHOLIC(5), ORTHODOX(0), ISLAMIC(0), JEWISH(0), HERETIC(0)"						"HIGH, LATE"	
Priest	PRIEST	100	0	1	0	80	1	1	OK		FN_POLISH			"POVERTY_STRICKEN(114.75), DESPERATE_DEFENCE(5.1), CATHOLIC_EXPANSIONIST(40.8), CATHOLIC_NAVAL_EXPANSIONIST(40.8), CATHOLIC_TRADER(51), CATHOLIC_CRUSADER_TRADER(51), CATHOLIC_EXPANSIONIST_CRUSADER(40.8), CATHOLIC_DEFENSIVE_CRUSADER(40.8), POPE(25.5), CATHOLIC_DEFENSIVE(40.8), CATHOLIC_ISOLATIONIST(25.5), ORTHODOX_DEFENSIVE(40.8), ORTHODOX_EXPANSIONIST(40.8), ORTHODOX_STAGNANT(51), MUSLIM_PEACEFUL(51), MUSLIM_EXPANSIONIST(40.8), MUSLIM_DEVOUT(40.8), BARBARIAN_RAIDER(20.4), REBELS(51), CLOSE_TO_SUPPORT_LIMIT(6.12)"		{ CHURCH }			ALL_PERIODS	NO		NO		"own_priest_tooltip1, own_priest_tooltip2, other_priest_tooltip1,  other_priest_tooltip2"								ORTHODOX													ORTHODOX(2)					ALL_PERIODS	
OrthodoxBishop	ORTHODOX_BISHOP	150	0	1	0	80	1	1	DISCOURAGED		FN_POLISH			"POVERTY_STRICKEN(16), DESPERATE_DEFENCE(16), CATHOLIC_EXPANSIONIST(128), CATHOLIC_NAVAL_EXPANSIONIST(128), CATHOLIC_TRADER(160), CATHOLIC_CRUSADER_TRADER(160), CATHOLIC_EXPANSIONIST_CRUSADER(128), CATHOLIC_DEFENSIVE_CRUSADER(128), POPE(80), CATHOLIC_DEFENSIVE(128), CATHOLIC_ISOLATIONIST(80), ORTHODOX_DEFENSIVE(128), ORTHODOX_EXPANSIONIST(128), ORTHODOX_STAGNANT(160), MUSLIM_PEACEFUL(160), MUSLIM_EXPANSIONIST(128), MUSLIM_DEVOUT(128), BARBARIAN_RAIDER(64), REBELS(160), CLOSE_TO_SUPPORT_LIMIT(72)"		{ CATHEDRAL }			ALL_PERIODS	NO		NO		"own_obishop_tooltip1, own_obishop_tooltip2, other_obishop_tooltip1,  other_obishop_tooltip2"								ORTHODOX													ORTHODOX(5)					ALL_PERIODS	
Mullah	MULLAH	100	0	1	0	80	1	1	DISCOURAGED					"POVERTY_STRICKEN(29.5), DESPERATE_DEFENCE(11.8), CATHOLIC_EXPANSIONIST(94.4), CATHOLIC_NAVAL_EXPANSIONIST(94.4), CATHOLIC_TRADER(118), CATHOLIC_CRUSADER_TRADER(118), CATHOLIC_EXPANSIONIST_CRUSADER(94.4), CATHOLIC_DEFENSIVE_CRUSADER(94.4), POPE(59), CATHOLIC_DEFENSIVE(94.4), CATHOLIC_ISOLATIONIST(59), ORTHODOX_DEFENSIVE(94.4), ORTHODOX_EXPANSIONIST(94.4), ORTHODOX_STAGNANT(118), MUSLIM_PEACEFUL(118), MUSLIM_EXPANSIONIST(94.4), MUSLIM_DEVOUT(94.4), BARBARIAN_RAIDER(47.2), REBELS(118), CLOSE_TO_SUPPORT_LIMIT(37.76)"		{ MOSQUE }			ALL_PERIODS	NO		NO		"own_mullah_tooltip1, own_mullah_tooltip2, other_mullah_tooltip1,  other_mullah_tooltip2"				"FN_ALMOHAD, FN_EGYPTIAN, FN_TURKISH"				MUSLIM													ISLAMIC(2)					ALL_PERIODS	"FN_ALMOHAD, FN_EGYPTIAN, FN_TURKISH"
Ulama	ULAMA	150	0	1	0	80	1	1	OK					"POVERTY_STRICKEN(13.5), DESPERATE_DEFENCE(13.5), CATHOLIC_EXPANSIONIST(108), CATHOLIC_NAVAL_EXPANSIONIST(108), CATHOLIC_TRADER(135), CATHOLIC_CRUSADER_TRADER(135), CATHOLIC_EXPANSIONIST_CRUSADER(108), CATHOLIC_DEFENSIVE_CRUSADER(108), POPE(67.5), CATHOLIC_DEFENSIVE(108), CATHOLIC_ISOLATIONIST(67.5), ORTHODOX_DEFENSIVE(108), ORTHODOX_EXPANSIONIST(108), ORTHODOX_STAGNANT(135), MUSLIM_PEACEFUL(135), MUSLIM_EXPANSIONIST(108), MUSLIM_DEVOUT(108), BARBARIAN_RAIDER(54), REBELS(135), CLOSE_TO_SUPPORT_LIMIT(49.95)"		{ GRAND_MOSQUE }			ALL_PERIODS	NO		NO		"own_ulama_tooltip1, own_ulama_tooltip2, other_ulama_tooltip1,  other_ulama_tooltip2"				"FN_ALMOHAD, FN_EGYPTIAN, FN_TURKISH"				MUSLIM												"PAGAN(0), CATHOLIC(0), ORTHODOX(0), ISLAMIC(2), JEWISH(0), HERETIC(0)"	ISLAMIC(5)					ALL_PERIODS	"FN_ALMOHAD, FN_EGYPTIAN, FN_TURKISH"
Princess	PRINCESS	0	0	0	0	80	1	1	DISCOURAGED					"POVERTY_STRICKEN(15.1), DESPERATE_DEFENCE(15.1), CATHOLIC_EXPANSIONIST(120.8), CATHOLIC_NAVAL_EXPANSIONIST(120.8), CATHOLIC_TRADER(151), CATHOLIC_CRUSADER_TRADER(151), CATHOLIC_EXPANSIONIST_CRUSADER(120.8), CATHOLIC_DEFENSIVE_CRUSADER(120.8), POPE(75.5), CATHOLIC_DEFENSIVE(120.8), CATHOLIC_ISOLATIONIST(75.5), ORTHODOX_DEFENSIVE(120.8), ORTHODOX_EXPANSIONIST(120.8), ORTHODOX_STAGNANT(151), MUSLIM_PEACEFUL(151), MUSLIM_EXPANSIONIST(120.8), MUSLIM_DEVOUT(120.8), BARBARIAN_RAIDER(60.4), REBELS(151), CLOSE_TO_SUPPORT_LIMIT(63.42)"					ALL_PERIODS	NO		NO		"own_princess_tooltip1, own_princess_tooltip2, other_princess_tooltip1,  other_princess_tooltip2"				"FN_ARAGONESE, FN_BURGUNDIAN, FN_DANISH, FN_ENGLISH, FN_FRENCH, FN_GERMAN_HRE, FN_HUNGARIAN, FN_ITALIAN, FN_PAPIST, FN_POLISH, FN_RUSSIAN, FN_SICILIAN, FN_SPANISH"				"CATHOLIC, ORTHODOX"																		ALL_PERIODS	"FN_ARAGONESE, FN_BURGUNDIAN, FN_DANISH, FN_ENGLISH, FN_FRENCH, FN_GERMAN_HRE, FN_HUNGARIAN, FN_ITALIAN, FN_PAPIST, FN_POLISH, FN_RUSSIAN, FN_SICILIAN, FN_SPANISH"
Crusade	CRUSADE	1000	0	4	0	80	1	1	DISCOURAGED					"POVERTY_STRICKEN(15.1), DESPERATE_DEFENCE(15.1), CATHOLIC_EXPANSIONIST(120.8), CATHOLIC_NAVAL_EXPANSIONIST(120.8), CATHOLIC_TRADER(151), CATHOLIC_CRUSADER_TRADER(151), CATHOLIC_EXPANSIONIST_CRUSADER(120.8), CATHOLIC_DEFENSIVE_CRUSADER(120.8), POPE(75.5), CATHOLIC_DEFENSIVE(120.8), CATHOLIC_ISOLATIONIST(75.5), ORTHODOX_DEFENSIVE(120.8), ORTHODOX_EXPANSIONIST(120.8), ORTHODOX_STAGNANT(151), MUSLIM_PEACEFUL(151), MUSLIM_EXPANSIONIST(120.8), MUSLIM_DEVOUT(120.8), BARBARIAN_RAIDER(60.4), REBELS(151), CLOSE_TO_SUPPORT_LIMIT(63.42)"		{ CHAPTER_HOUSE }			ALL_PERIODS	NO		NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"								CATHOLIC																		ALL_PERIODS	
Jihad	JIHAD	500	0	2	0	80	1	1	DISCOURAGED					"POVERTY_STRICKEN(120), DESPERATE_DEFENCE(6), CATHOLIC_EXPANSIONIST(48), CATHOLIC_NAVAL_EXPANSIONIST(48), CATHOLIC_TRADER(60), CATHOLIC_CRUSADER_TRADER(60), CATHOLIC_EXPANSIONIST_CRUSADER(48), CATHOLIC_DEFENSIVE_CRUSADER(48), POPE(30), CATHOLIC_DEFENSIVE(48), CATHOLIC_ISOLATIONIST(30), ORTHODOX_DEFENSIVE(48), ORTHODOX_EXPANSIONIST(48), ORTHODOX_STAGNANT(60), MUSLIM_PEACEFUL(60), MUSLIM_EXPANSIONIST(48), MUSLIM_DEVOUT(48), BARBARIAN_RAIDER(24), REBELS(60), CLOSE_TO_SUPPORT_LIMIT(9)"		{ RIBAT }			ALL_PERIODS	NO		NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"								MUSLIM																		ALL_PERIODS	
ArabInfantry	INFANTRY	125	6	1	0	16	60	1	OK	"MUS_REBELS(5), MUS_LOYALISTS(15), MUS_PEASANTS(3), MUS_BANDITS(3), MUS_ZEALOTS(5), MUS_HERETICS(5)"				"POVERTY_STRICKEN(175.5), DESPERATE_DEFENCE(7.8), CATHOLIC_EXPANSIONIST(93.6), CATHOLIC_NAVAL_EXPANSIONIST(93.6), CATHOLIC_TRADER(78), CATHOLIC_CRUSADER_TRADER(78), CATHOLIC_EXPANSIONIST_CRUSADER(93.6), CATHOLIC_DEFENSIVE_CRUSADER(62.4), POPE(39), CATHOLIC_DEFENSIVE(62.4), CATHOLIC_ISOLATIONIST(39), ORTHODOX_DEFENSIVE(62.4), ORTHODOX_EXPANSIONIST(93.6), ORTHODOX_STAGNANT(78), MUSLIM_PEACEFUL(78), MUSLIM_EXPANSIONIST(93.6), MUSLIM_DEVOUT(93.6), BARBARIAN_RAIDER(124.8), REBELS(78), CLOSE_TO_SUPPORT_LIMIT(9.36)"		{ SWORDSMITH}	"ATTACKER,AMBUSH"	2	"EARLY, HIGH"	YES	"HEIGHT( 85 ), RADIUS( 25 ), SCALE( 120 ), PROJECTILE_TYPE( NONE ), SAMURAI( NO ), MARCH_SPEED( 6 ), RUN_SPEED( 10 ), CHARGE_SPEED( 11 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 60 ), FORMATION_LENGTH_SPACING( 60 ), ENGAGEMENT_THRESHOLD( 1500 ), CHARGE_BONUS( 2 ), MELEE_BONUS( 4 ), DEFENCE_BONUS( -2 ), ARMOUR_LEVEL( 1 ), HONOUR_LEVEL( 4 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 4 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"		"BURNOUS, YES, YES"		"FN_ALMOHAD, FN_EGYPTIAN"		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(0), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(0), MAIN_BODY(2), HOLD_TERRAIN(0), RESERVE(1), REINFORCEMENT(1), ASSAULT(0), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(2), COVER(0)"			0			SMALL	YES	1	NO	0	0						SWORD	YES	"EARLY, HIGH"	"FN_ALMOHAD, FN_EGYPTIAN"
ArmouredSpearmen	INFANTRY	250	4	1	0	80	100	1	DISCOURAGED	"CATH_REBELS(15), CATH_LOYALISTS(5), CATH_PEASANTS(10), CATH_BANDITS(12), CATH_ZEALOTS(10), ORTH_REBELS(15), ORTH_LOYALISTS(5), ORTH_PEASANTS(10), ORTH_BANDITS(12), ORTH_ZEALOTS(10), CATH_HERETICS(15), ORTH_HERETICS(15)"				"POVERTY_STRICKEN(103), DESPERATE_DEFENCE(103), CATHOLIC_EXPANSIONIST(82.4), CATHOLIC_NAVAL_EXPANSIONIST(82.4), CATHOLIC_TRADER(103), CATHOLIC_CRUSADER_TRADER(103), CATHOLIC_EXPANSIONIST_CRUSADER(82.4), CATHOLIC_DEFENSIVE_CRUSADER(123.6), POPE(154.5), CATHOLIC_DEFENSIVE(123.6), CATHOLIC_ISOLATIONIST(154.5), ORTHODOX_DEFENSIVE(123.6), ORTHODOX_EXPANSIONIST(82.4), ORTHODOX_STAGNANT(103), MUSLIM_PEACEFUL(103), MUSLIM_EXPANSIONIST(82.4), MUSLIM_DEVOUT(82.4), BARBARIAN_RAIDER(41.2), REBELS(103), CLOSE_TO_SUPPORT_LIMIT(25.75)"		{SPEARMAKER2}	"DEFENDER,SPEAR"		ALL_PERIODS	YES	"HEIGHT( 85 ), RADIUS( 25 ), SCALE( 120 ), PROJECTILE_TYPE( NONE ), SAMURAI( NO ), MARCH_SPEED( 6 ), RUN_SPEED( 10 ), CHARGE_SPEED( 11 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 60 ), FORMATION_LENGTH_SPACING( 60 ), ENGAGEMENT_THRESHOLD( 1500 ), CHARGE_BONUS( 5 ), MELEE_BONUS( -1 ), DEFENCE_BONUS( 2 ), ARMOUR_LEVEL( 3 ), HONOUR_LEVEL( 0 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 5 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"		"VIKING, YES, YES"		"FN_POLISH,FN_RUSSIAN,FN_HUNGARIAN,FN_NOVGOROD,FN_SWISS"		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(0), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(0), MAIN_BODY(2), HOLD_TERRAIN(2), RESERVE(1), REINFORCEMENT(1), ASSAULT(1), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(0)"			2		FORMED	LARGE	YES	1	NO	1	4						SPEAR	YES	ALL_PERIODS	"FN_POLISH,FN_RUSSIAN,FN_HUNGARIAN,FN_NOVGOROD"
AvarNobles	CAVALRY	425	12	1	0	80	40	1	PREFERRED	"CATH_REBELS(-10), CATH_LOYALISTS(-10), CATH_PEASANTS(-10), CATH_BANDITS(-10), CATH_ZEALOTS(-10), ORTH_REBELS(-10), ORTH_LOYALISTS(-10), ORTH_PEASANTS(-10), ORTH_BANDITS(-10), ORTH_ZEALOTS(-10), MUS_REBELS(-10), MUS_LOYALISTS(-10), MUS_PEASANTS(-10), MUS_BANDITS(-10), MUS_ZEALOTS(-10), CATH_HERETICS(-10), ORTH_HERETICS(-10), MUS_HERETICS(-10), PAG_REBELS(-10), PAG_LOYALISTS(-10), PAG_PEASANTS(-10), PAG_BANDITS(-10), PAG_ZEALOTS(-10)"				"POVERTY_STRICKEN(25.1), DESPERATE_DEFENCE(25.1), CATHOLIC_EXPANSIONIST(301.2), CATHOLIC_NAVAL_EXPANSIONIST(301.2), CATHOLIC_TRADER(251), CATHOLIC_CRUSADER_TRADER(251), CATHOLIC_EXPANSIONIST_CRUSADER(301.2), CATHOLIC_DEFENSIVE_CRUSADER(200.8), POPE(125.5), CATHOLIC_DEFENSIVE(200.8), CATHOLIC_ISOLATIONIST(125.5), ORTHODOX_DEFENSIVE(200.8), ORTHODOX_EXPANSIONIST(301.2), ORTHODOX_STAGNANT(251), MUSLIM_PEACEFUL(251), MUSLIM_EXPANSIONIST(301.2), MUSLIM_DEVOUT(301.2), BARBARIAN_RAIDER(401.6), REBELS(251), CLOSE_TO_SUPPORT_LIMIT(105.42)"		"{HORSE_BREEDER2,  ARMOURER}"	"ATTACKER,AMBUSH,ANTI_MISSILE,CAVALRY"		EARLY	YES	"HEIGHT( 125 ), RADIUS( 50 ), SCALE( 138 ), PROJECTILE_TYPE( NONE ), SAMURAI( YES ), MARCH_SPEED( 9 ), RUN_SPEED( 20 ), CHARGE_SPEED( 22 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 115 ), FORMATION_LENGTH_SPACING( 125 ), ENGAGEMENT_THRESHOLD( 2000 ), CHARGE_BONUS( 6 ), MELEE_BONUS( 3 ), DEFENCE_BONUS( 5 ), ARMOUR_LEVEL( 7 ), HONOUR_LEVEL( 4 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 4 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"	HORSE	"MOCOSCAV, YES, YES, Ehorse"		ALL_FACTIONS	ID_MOLDAVIA	"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(0), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(0), MAIN_BODY(2), HOLD_TERRAIN(2), RESERVE(1), REINFORCEMENT(1), ASSAULT(1), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(0)"			0	DISCIPLINED	FORMED	CAV	YES	1	NO	0	0	"BerberCamel, bedouincamelwarriors"			ArmouredSpearmen		SWORD	NO	EARLY	NO_FACTION
Berserkers	INFANTRY	375	5	2	0	80	12	1	DISCOURAGED	"CATH_REBELS(8), CATH_LOYALISTS(10), CATH_PEASANTS(4), CATH_ZEALOTS(8), PAG_ZEALOTS(5)"				"POVERTY_STRICKEN(20.2), DESPERATE_DEFENCE(202), CATHOLIC_EXPANSIONIST(161.6), CATHOLIC_NAVAL_EXPANSIONIST(161.6), CATHOLIC_TRADER(202), CATHOLIC_CRUSADER_TRADER(202), CATHOLIC_EXPANSIONIST_CRUSADER(161.6), CATHOLIC_DEFENSIVE_CRUSADER(242.4), POPE(303), CATHOLIC_DEFENSIVE(242.4), CATHOLIC_ISOLATIONIST(303), ORTHODOX_DEFENSIVE(242.4), ORTHODOX_EXPANSIONIST(161.6), ORTHODOX_STAGNANT(202), MUSLIM_PEACEFUL(202), MUSLIM_EXPANSIONIST(161.6), MUSLIM_DEVOUT(161.6), BARBARIAN_RAIDER(80.8), REBELS(202), CLOSE_TO_SUPPORT_LIMIT(74.74)"			DEFENDER		EARLY	YES	"HEIGHT( 85 ), RADIUS( 25 ), SCALE( 120 ), PROJECTILE_TYPE( NONE ), SAMURAI( YES ), MARCH_SPEED( 6 ), RUN_SPEED( 12 ), CHARGE_SPEED( 13 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 75 ), FORMATION_LENGTH_SPACING( 75 ), ENGAGEMENT_THRESHOLD( 1500 ), CHARGE_BONUS( 9 ), MELEE_BONUS( 6 ), DEFENCE_BONUS( 4 ), ARMOUR_LEVEL( 1 ), HONOUR_LEVEL( 12 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 1 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"		"TOPLESSLOON, YES, YES"		FN_REBEL	"ID_NORWAY, ID_SWEDEN"	"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(2), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(2), MAIN_BODY(1), HOLD_TERRAIN(0), RESERVE(1), REINFORCEMENT(1), ASSAULT(1), ASSAULT_COVER(2), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(1)"			0	UNCONTROLLED	UNFORMED	LARGE	YES	1	NO	0	0						SWORD	NO	EARLY	FN_REBEL
