Name/Identifier	Unit type	Cost	Support Cost	Production time	Starting honour handicap	Units base strength	Number of men in unit ( Base value before scaling )	Honour step value	General candidate? ( eg. Stealth troops are not )	Rebelling Troop mixes this unit can belong to	Ruler ID troop advantage	Region ID troop advantage	Dojo advantage modifier	Unit choices (AI)	Unit Speciality extra building influences	Buildings needed to produce this Unit	Unit Class	Moral Bonus	Aplicable periods	Is this units base unitsize scalable?	Stats and general info about this trooptype	"Is the unit invisible to other players in the strategy map?
For units indicates a stealth unit"	Unit specialities	Tooltip Labels	Mount type	The body type + is it recolourable? + does it have a hi-res texture page.	If this unit is a leader of a faction then specify here which faction it leads. Different units may be specified for each time period and are assigned in the order the units are listed. Any time periods remaining unassigned will be assigned the last unit specified as a leader for the particular faction.  	Faction Association	Region	The order in which the units suitability for formation positions is evaluated. 	"Another set of suitability values for the formations troop types, this one represents the suitability of a type to perform certain tasks."	Specific cultures this unit belongs to. 	"Ship info, including stats ( if this is a ship ).."	NumSupportingRanks   Number of ranks behind first that can give support in melee. Default is 0.	"Effects chance of becomming inpetuous, and some other morale effects. Default is NORMAL."	Affects how evenly spaced the troops are in formation. Cosmetic only. Default is POORLY_FORMED.	"ShieldType. The type of shield the unit is considered to have for combat purposes
"	"MeleeWithShield. True if the unit can use the shield in melee. False if it has a weapon that needs two hands
"	ShieldModifier. The benefit the unit receives from having a shield. Units with heavy 	"ArmourPierciingWeapon  True if the weapon type is particularly effective against armoured troops
"	"CavAttackBonus The factor bonus the unit recieves when attacking cavalry
"	"CavDefenseBonus. The factor bonus the unit receives when defending against cavalry
"	Units this unit is fearful of.	This describes how much the unit affects the Zeal of the followers for each religion.	This describes how much the unit affects the Faith of the followers for each religion.	Dismounting info.	DismountInOpenBattle	Weapon type	Mercenary Unit	Period association for non campaign games.	Faction association for non campaign games.
GoldenHordeHeavyCavalry	CAVALRY	525	10	1	0	80	40	1	PREFERRED					"POVERTY_STRICKEN(18.5), DESPERATE_DEFENCE(18.5), CATHOLIC_EXPANSIONIST(222), CATHOLIC_NAVAL_EXPANSIONIST(222), CATHOLIC_TRADER(185), CATHOLIC_CRUSADER_TRADER(185), CATHOLIC_EXPANSIONIST_CRUSADER(222), CATHOLIC_DEFENSIVE_CRUSADER(148), POPE(92.5), CATHOLIC_DEFENSIVE(148), CATHOLIC_ISOLATIONIST(92.5), ORTHODOX_DEFENSIVE(148), ORTHODOX_EXPANSIONIST(222), ORTHODOX_STAGNANT(185), MUSLIM_PEACEFUL(185), MUSLIM_EXPANSIONIST(222), MUSLIM_DEVOUT(222), BARBARIAN_RAIDER(296), REBELS(185), CLOSE_TO_SUPPORT_LIMIT(96.2)"			"ATTACKER, ANTI_INFANTRY, CAVALRY"		"HIGH, LATE"	YES	"HEIGHT( 125 ), RADIUS( 50 ), SCALE( 138 ), PROJECTILE_TYPE( NONE ), SAMURAI( YES ), MARCH_SPEED( 9 ), RUN_SPEED( 20 ), CHARGE_SPEED( 22 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 115 ), FORMATION_LENGTH_SPACING( 125 ), ENGAGEMENT_THRESHOLD( 2000 ), CHARGE_BONUS( 6 ), MELEE_BONUS( 3 ), DEFENCE_BONUS( 6 ), ARMOUR_LEVEL( 7 ), HONOUR_LEVEL( 6 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 4 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"	HORSE	"MOCOSCAV, YES, YES, EHorse"		ALL_FACTIONS		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(0), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(2), MAIN_BODY(2), HOLD_TERRAIN(0), RESERVE(1), REINFORCEMENT(1), ASSAULT(1), ASSAULT_COVER(2), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(2)"	MUSLIM		0	DISCIPLINED	FORMED	CAV	YES	1	NO	0	0	"BerberCamel, bedouincamelwarriors"			GoldenHordeWarriors	yes	SWORD			ALL_FACTIONS
ReligiousFanatics	INFANTRY	125	4	1	0	10	100	2	DISCOURAGED					"POVERTY_STRICKEN(114.75), DESPERATE_DEFENCE(5.1), CATHOLIC_EXPANSIONIST(61.2), CATHOLIC_NAVAL_EXPANSIONIST(61.2), CATHOLIC_TRADER(51), CATHOLIC_CRUSADER_TRADER(51), CATHOLIC_EXPANSIONIST_CRUSADER(61.2), CATHOLIC_DEFENSIVE_CRUSADER(40.8), POPE(25.5), CATHOLIC_DEFENSIVE(40.8), CATHOLIC_ISOLATIONIST(25.5), ORTHODOX_DEFENSIVE(40.8), ORTHODOX_EXPANSIONIST(61.2), ORTHODOX_STAGNANT(51), MUSLIM_PEACEFUL(51), MUSLIM_EXPANSIONIST(61.2), MUSLIM_DEVOUT(61.2), BARBARIAN_RAIDER(81.6), REBELS(51), CLOSE_TO_SUPPORT_LIMIT(6.12)"			"ATTACKER, WEAK"	4	ALL_PERIODS	YES	"HEIGHT( 85 ), RADIUS( 25 ), SCALE( 120 ), PROJECTILE_TYPE( NONE ), SAMURAI( NO ), MARCH_SPEED( 6 ), RUN_SPEED( 12 ), CHARGE_SPEED( 13 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 75 ), FORMATION_LENGTH_SPACING( 75 ), ENGAGEMENT_THRESHOLD( 1500 ), CHARGE_BONUS( 6 ), MELEE_BONUS( 3 ), DEFENCE_BONUS( -4 ), ARMOUR_LEVEL( 1 ), HONOUR_LEVEL( 8 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 5 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"		"PEASANT, YES, YES"		ALL_FACTIONS		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(0), ADVANCE_PARTY(2),
OUTFLANKING_FORCE(0), MAIN_BODY(2), HOLD_TERRAIN(2), RESERVE(1), REINFORCEMENT(1), ASSAULT(2), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(0)"	MUSLIM		0	UNCONTROLLED	UNFORMED	NONE	YES	1	NO	0	0						CLUB			ALL_FACTIONS
HospitallerFootKnights	INFANTRY	400	5	1	0	80	40	1	OK					"POVERTY_STRICKEN(14.3), DESPERATE_DEFENCE(14.3), CATHOLIC_EXPANSIONIST(171.6), CATHOLIC_NAVAL_EXPANSIONIST(171.6), CATHOLIC_TRADER(143), CATHOLIC_CRUSADER_TRADER(143), CATHOLIC_EXPANSIONIST_CRUSADER(171.6), CATHOLIC_DEFENSIVE_CRUSADER(114.4), POPE(71.5), CATHOLIC_DEFENSIVE(114.4), CATHOLIC_ISOLATIONIST(71.5), ORTHODOX_DEFENSIVE(114.4), ORTHODOX_EXPANSIONIST(171.6), ORTHODOX_STAGNANT(143), MUSLIM_PEACEFUL(143), MUSLIM_EXPANSIONIST(171.6), MUSLIM_DEVOUT(171.6), BARBARIAN_RAIDER(228.8), REBELS(143), CLOSE_TO_SUPPORT_LIMIT(57.2)"			"ATTACKER,STRONG"		ALL_PERIODS	YES	"HEIGHT( 85 ), RADIUS( 25 ), SCALE( 120 ), PROJECTILE_TYPE( NONE ), SAMURAI( YES ), MARCH_SPEED( 4 ), RUN_SPEED( 8 ), CHARGE_SPEED( 9 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 60 ), FORMATION_LENGTH_SPACING( 60 ), ENGAGEMENT_THRESHOLD( 1500 ), CHARGE_BONUS( 3 ), MELEE_BONUS( 5 ), DEFENCE_BONUS( 5 ), ARMOUR_LEVEL( 6 ), HONOUR_LEVEL( 8 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 4 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"		"FULLPLAR, YES, YES"		ALL_FACTIONS		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(1), ADVANCE_PARTY(0),
OUTFLANKING_FORCE(0), MAIN_BODY(2), HOLD_TERRAIN(1), RESERVE(0), REINFORCEMENT(1), ASSAULT(1), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(0)"	MUSLIM		0		FORMED	LARGE	YES	0	NO	0	0						SWORD			ALL_FACTIONS
UrbanMilitia	INFANTRY	100	4	1	0	21	60	1	OK	"CATH_REBELS(10), CATH_LOYALISTS(10), CATH_PEASANTS(10), CATH_BANDITS(10), CATH_ZEALOTS(10), CATH_HERETICS(5), ORTH_HERETICS(5),"		ID_LANDREG_21		"POVERTY_STRICKEN(195), DESPERATE_DEFENCE(78), CATHOLIC_EXPANSIONIST(62.4), CATHOLIC_NAVAL_EXPANSIONIST(62.4), CATHOLIC_TRADER(78), CATHOLIC_CRUSADER_TRADER(78), CATHOLIC_EXPANSIONIST_CRUSADER(62.4), CATHOLIC_DEFENSIVE_CRUSADER(93.6), POPE(117), CATHOLIC_DEFENSIVE(93.6), CATHOLIC_ISOLATIONIST(117), ORTHODOX_DEFENSIVE(93.6), ORTHODOX_EXPANSIONIST(62.4), ORTHODOX_STAGNANT(78), MUSLIM_PEACEFUL(78), MUSLIM_EXPANSIONIST(62.4), MUSLIM_DEVOUT(62.4), BARBARIAN_RAIDER(31.2), REBELS(78), CLOSE_TO_SUPPORT_LIMIT(7.8)"		{BLACKSMITH}	"DEFENDER, SPEAR, WEAK"	-2	ALL_PERIODS	YES	"HEIGHT( 85 ), RADIUS( 25 ), SCALE( 120 ), PROJECTILE_TYPE( NONE ), SAMURAI( NO ), MARCH_SPEED( 6 ), RUN_SPEED( 10 ), CHARGE_SPEED( 11 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 60 ), FORMATION_LENGTH_SPACING( 60 ), ENGAGEMENT_THRESHOLD( 1500 ), CHARGE_BONUS( 4 ), MELEE_BONUS( 2 ), DEFENCE_BONUS( -1 ), ARMOUR_LEVEL( 1 ), HONOUR_LEVEL( 0 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 5 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"		"PEASANT, YES, YES"		FN_02		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(2), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(1), MAIN_BODY(2), HOLD_TERRAIN(1), RESERVE(0), REINFORCEMENT(1), ASSAULT(2), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(0)"			0		FORMED	NONE	NO	1	YES	0	0						AXE	YES		FN_02
GhaziInfantry	INFANTRY	175	4	1	0	80	60	2	OK					"POVERTY_STRICKEN(119), DESPERATE_DEFENCE(6.8), CATHOLIC_EXPANSIONIST(81.6), CATHOLIC_NAVAL_EXPANSIONIST(81.6), CATHOLIC_TRADER(68), CATHOLIC_CRUSADER_TRADER(68), CATHOLIC_EXPANSIONIST_CRUSADER(81.6), CATHOLIC_DEFENSIVE_CRUSADER(54.4), POPE(34), CATHOLIC_DEFENSIVE(54.4), CATHOLIC_ISOLATIONIST(34), ORTHODOX_DEFENSIVE(54.4), ORTHODOX_EXPANSIONIST(81.6), ORTHODOX_STAGNANT(68), MUSLIM_PEACEFUL(68), MUSLIM_EXPANSIONIST(81.6), MUSLIM_DEVOUT(81.6), BARBARIAN_RAIDER(108.8), REBELS(68), CLOSE_TO_SUPPORT_LIMIT(11.56)"			"ATTACKER, STRONG"		ALL_PERIODS	YES	"HEIGHT( 85 ), RADIUS( 25 ), SCALE( 120 ), PROJECTILE_TYPE( NONE ), SAMURAI( NO ), MARCH_SPEED( 6 ), RUN_SPEED( 12 ), CHARGE_SPEED( 13 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 75 ), FORMATION_LENGTH_SPACING( 75 ), ENGAGEMENT_THRESHOLD( 1500 ), CHARGE_BONUS( 6 ), MELEE_BONUS( 5 ), DEFENCE_BONUS( -4 ), ARMOUR_LEVEL( 1 ), HONOUR_LEVEL( 8 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 4 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"		"DERVISH, YES, YES"		ALL_FACTIONS		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(0), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(0), MAIN_BODY(2), HOLD_TERRAIN(1), RESERVE(1), REINFORCEMENT(1), ASSAULT(1), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(0)"	MUSLIM		0	UNCONTROLLED	UNFORMED	SMALL	YES	1	YES	0	0						AXE			ALL_FACTIONS
MilitiaSergeants	INFANTRY	150	4	1	0	1	60	1	OK	"CATH_REBELS(5), CATH_LOYALISTS(10), CATH_PEASANTS(8), CATH_BANDITS(5), CATH_ZEALOTS(5), CATH_HERETICS(5), ORTH_HERETICS(5),"				"POVERTY_STRICKEN(210), DESPERATE_DEFENCE(105), CATHOLIC_EXPANSIONIST(84), CATHOLIC_NAVAL_EXPANSIONIST(84), CATHOLIC_TRADER(105), CATHOLIC_CRUSADER_TRADER(105), CATHOLIC_EXPANSIONIST_CRUSADER(84), CATHOLIC_DEFENSIVE_CRUSADER(126), POPE(157.5), CATHOLIC_DEFENSIVE(126), CATHOLIC_ISOLATIONIST(157.5), ORTHODOX_DEFENSIVE(126), ORTHODOX_EXPANSIONIST(84), ORTHODOX_STAGNANT(105), MUSLIM_PEACEFUL(105), MUSLIM_EXPANSIONIST(84), MUSLIM_DEVOUT(84), BARBARIAN_RAIDER(42), REBELS(105), CLOSE_TO_SUPPORT_LIMIT(15.75)"		{BLACKSMITH2}	DEFENDER	0	ALL_PERIODS	YES	"HEIGHT( 85 ), RADIUS( 25 ), SCALE( 120 ), PROJECTILE_TYPE( NONE ), SAMURAI( NO ), MARCH_SPEED( 6 ), RUN_SPEED( 10 ), CHARGE_SPEED( 11 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 60 ), FORMATION_LENGTH_SPACING( 60 ), ENGAGEMENT_THRESHOLD( 1500 ), CHARGE_BONUS( 4 ), MELEE_BONUS( 2 ), DEFENCE_BONUS( 3 ), ARMOUR_LEVEL( 3 ), HONOUR_LEVEL( 0 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 5 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"		"MSHELM, YES, YES"		FN_02		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(0), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(0), MAIN_BODY(2), HOLD_TERRAIN(1), RESERVE(0), REINFORCEMENT(1), ASSAULT(2), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(0)"			0		FORMED	NONE	NO	1	YES	0	0						AXE	YES		FN_02
JanissaryHeavyInfantry	INFANTRY	725	9	1	0	80	60	1	OK					"POVERTY_STRICKEN(25.1), DESPERATE_DEFENCE(25.1), CATHOLIC_EXPANSIONIST(301.2), CATHOLIC_NAVAL_EXPANSIONIST(301.2), CATHOLIC_TRADER(251), CATHOLIC_CRUSADER_TRADER(251), CATHOLIC_EXPANSIONIST_CRUSADER(301.2), CATHOLIC_DEFENSIVE_CRUSADER(200.8), POPE(125.5), CATHOLIC_DEFENSIVE(200.8), CATHOLIC_ISOLATIONIST(125.5), ORTHODOX_DEFENSIVE(200.8), ORTHODOX_EXPANSIONIST(301.2), ORTHODOX_STAGNANT(251), MUSLIM_PEACEFUL(251), MUSLIM_EXPANSIONIST(301.2), MUSLIM_DEVOUT(301.2), BARBARIAN_RAIDER(401.6), REBELS(251), CLOSE_TO_SUPPORT_LIMIT(180.72)"			"ATTACKER,AMBUSH,STRONG"		"HIGH, LATE"	YES	"HEIGHT( 85 ), RADIUS( 25 ), SCALE( 120 ), PROJECTILE_TYPE( NONE ), SAMURAI( YES ), MARCH_SPEED( 6 ), RUN_SPEED( 12 ), CHARGE_SPEED( 13 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 60 ), FORMATION_LENGTH_SPACING( 60 ), ENGAGEMENT_THRESHOLD( 1500 ), CHARGE_BONUS( 4 ), MELEE_BONUS( 5 ), DEFENCE_BONUS( 3 ), ARMOUR_LEVEL( 3 ), HONOUR_LEVEL( 8 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 4 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"		"CHAINHLM, YES, YES"		ALL_FACTIONS		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(0), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(0), MAIN_BODY(2), HOLD_TERRAIN(2), RESERVE(1), REINFORCEMENT(1), ASSAULT(1), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(0)"	MUSLIM		0	DISCIPLINED	FORMED	LARGE	NO	1	YES	3	1						AXE			ALL_FACTIONS
Billmen	INFANTRY	300	5	1	0	1	60	1	DISCOURAGED					"POVERTY_STRICKEN(70), DESPERATE_DEFENCE(140), CATHOLIC_EXPANSIONIST(112), CATHOLIC_NAVAL_EXPANSIONIST(112), CATHOLIC_TRADER(140), CATHOLIC_CRUSADER_TRADER(140), CATHOLIC_EXPANSIONIST_CRUSADER(112), CATHOLIC_DEFENSIVE_CRUSADER(168), POPE(210), CATHOLIC_DEFENSIVE(168), CATHOLIC_ISOLATIONIST(210), ORTHODOX_DEFENSIVE(168), ORTHODOX_EXPANSIONIST(112), ORTHODOX_STAGNANT(140), MUSLIM_PEACEFUL(140), MUSLIM_EXPANSIONIST(112), MUSLIM_DEVOUT(112), BARBARIAN_RAIDER(56), REBELS(140), CLOSE_TO_SUPPORT_LIMIT(42)"			"DEFENDER,SPEAR"	0	"HIGH, LATE"	YES	"HEIGHT( 85 ), RADIUS( 25 ), SCALE( 120 ), PROJECTILE_TYPE( NONE ), SAMURAI( NO ), MARCH_SPEED( 6 ), RUN_SPEED( 10 ), CHARGE_SPEED( 11 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 60 ), FORMATION_LENGTH_SPACING( 60 ), ENGAGEMENT_THRESHOLD( 1500 ), CHARGE_BONUS( 2 ), MELEE_BONUS( 2 ), DEFENCE_BONUS( 4 ), ARMOUR_LEVEL( 3 ), HONOUR_LEVEL( 2 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 4 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"		"MSHELM, YES, YES"		ALL_FACTIONS		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(1), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(0), MAIN_BODY(2), HOLD_TERRAIN(1), RESERVE(1), REINFORCEMENT(1), ASSAULT(2), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(0)"	MUSLIM		0			NONE	NO	1	YES	3	1						AXE	YES		ALL_FACTIONS
Housecarle	INFANTRY	175	5	1	0	80	60	1	DISCOURAGED					"POVERTY_STRICKEN(119), DESPERATE_DEFENCE(6.8), CATHOLIC_EXPANSIONIST(81.6), CATHOLIC_NAVAL_EXPANSIONIST(81.6), CATHOLIC_TRADER(68), CATHOLIC_CRUSADER_TRADER(68), CATHOLIC_EXPANSIONIST_CRUSADER(81.6), CATHOLIC_DEFENSIVE_CRUSADER(54.4), POPE(34), CATHOLIC_DEFENSIVE(54.4), CATHOLIC_ISOLATIONIST(34), ORTHODOX_DEFENSIVE(54.4), ORTHODOX_EXPANSIONIST(81.6), ORTHODOX_STAGNANT(68), MUSLIM_PEACEFUL(68), MUSLIM_EXPANSIONIST(81.6), MUSLIM_DEVOUT(81.6), BARBARIAN_RAIDER(108.8), REBELS(68), CLOSE_TO_SUPPORT_LIMIT(11.56)"			"ATTACKER,STRONG"		ALL_PERIODS	YES	"HEIGHT( 85 ), RADIUS( 25 ), SCALE( 120 ), PROJECTILE_TYPE( NONE ), SAMURAI( NO ), MARCH_SPEED( 6 ), RUN_SPEED( 10 ), CHARGE_SPEED( 11 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 60 ), FORMATION_LENGTH_SPACING( 60 ), ENGAGEMENT_THRESHOLD( 1500 ), CHARGE_BONUS( 3 ), MELEE_BONUS( 3 ), DEFENCE_BONUS( 0 ), ARMOUR_LEVEL( 2 ), HONOUR_LEVEL( 4 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 4 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"		"PEASANT, YES, YES"		ALL_FACTIONS		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(0), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(0), MAIN_BODY(2), HOLD_TERRAIN(1), RESERVE(2), REINFORCEMENT(1), ASSAULT(2), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(0)"	MUSLIM		0			LARGE	YES	1	YES	0	0						AXE	YES		ALL_FACTIONS
VarangianGuard	INFANTRY	500	10	2	0	80	60	1	OK					"POVERTY_STRICKEN(22.6), DESPERATE_DEFENCE(226), CATHOLIC_EXPANSIONIST(180.8), CATHOLIC_NAVAL_EXPANSIONIST(180.8), CATHOLIC_TRADER(226), CATHOLIC_CRUSADER_TRADER(226), CATHOLIC_EXPANSIONIST_CRUSADER(180.8), CATHOLIC_DEFENSIVE_CRUSADER(271.2), POPE(339), CATHOLIC_DEFENSIVE(271.2), CATHOLIC_ISOLATIONIST(339), ORTHODOX_DEFENSIVE(271.2), ORTHODOX_EXPANSIONIST(180.8), ORTHODOX_STAGNANT(226), MUSLIM_PEACEFUL(226), MUSLIM_EXPANSIONIST(180.8), MUSLIM_DEVOUT(180.8), BARBARIAN_RAIDER(90.4), REBELS(226), CLOSE_TO_SUPPORT_LIMIT(113)"			"DEFENDER,STRONG"		"EARLY, HIGH"	YES	"HEIGHT( 85 ), RADIUS( 25 ), SCALE( 120 ), PROJECTILE_TYPE( NONE ), SAMURAI( YES ), MARCH_SPEED( 6 ), RUN_SPEED( 10 ), CHARGE_SPEED( 11 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 60 ), FORMATION_LENGTH_SPACING( 60 ), ENGAGEMENT_THRESHOLD( 1500 ), CHARGE_BONUS( 4 ), MELEE_BONUS( 4 ), DEFENCE_BONUS( 5 ), ARMOUR_LEVEL( 4 ), HONOUR_LEVEL( 6 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 4 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"		"HLPLARSH, YES, YES"		ALL_FACTIONS		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(0), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(0), MAIN_BODY(2), HOLD_TERRAIN(2), RESERVE(1), REINFORCEMENT(1), ASSAULT(1), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(0)"	MUSLIM		0	DISCIPLINED	FORMED	LARGE	NO	0.5	YES	0	0						AXE			ALL_FACTIONS
Halbardiers	INFANTRY	300	6	1	0	80	60	1	DISCOURAGED					"POVERTY_STRICKEN(80), DESPERATE_DEFENCE(160), CATHOLIC_EXPANSIONIST(128), CATHOLIC_NAVAL_EXPANSIONIST(128), CATHOLIC_TRADER(160), CATHOLIC_CRUSADER_TRADER(160), CATHOLIC_EXPANSIONIST_CRUSADER(128), CATHOLIC_DEFENSIVE_CRUSADER(192), POPE(240), CATHOLIC_DEFENSIVE(192), CATHOLIC_ISOLATIONIST(240), ORTHODOX_DEFENSIVE(192), ORTHODOX_EXPANSIONIST(128), ORTHODOX_STAGNANT(160), MUSLIM_PEACEFUL(160), MUSLIM_EXPANSIONIST(128), MUSLIM_DEVOUT(128), BARBARIAN_RAIDER(64), REBELS(160), CLOSE_TO_SUPPORT_LIMIT(48)"			"DEFENDER, SPEAR, STRONG"		"HIGH, LATE"	YES	"HEIGHT( 85 ), RADIUS( 25 ), SCALE( 120 ), PROJECTILE_TYPE( NONE ), SAMURAI( NO ), MARCH_SPEED( 4 ), RUN_SPEED( 8 ), CHARGE_SPEED( 9 ), MIN_TURNSPEED( 2 ), MAX_TURNSPEED( 8 ), TURN_TO_MOTION_SPEED( 8 ), MAX_INMOTION_TURN( 96 ), FORMATION_WIDTH_SPACING( 60 ), FORMATION_LENGTH_SPACING( 60 ), ENGAGEMENT_THRESHOLD( 1500 ), CHARGE_BONUS( 2 ), MELEE_BONUS( 1 ), DEFENCE_BONUS( 6 ), ARMOUR_LEVEL( 5 ), HONOUR_LEVEL( 0 ), AMMO( 0 ), FORMATIONS_PREFERRED_NUM_ROWS( 4 )"	NO		"own_unit_tooltip1, own_unit_tooltip2, other_unit_tooltip1,  other_unit_tooltip2"		"PLATES, YES, YES"		ALL_FACTIONS		"Missile, Shocktroop, Spear, Cavalry"	"SKIRMISH(0), ADVANCE_PARTY(1),
OUTFLANKING_FORCE(0), MAIN_BODY(2), HOLD_TERRAIN(2), RESERVE(1), REINFORCEMENT(1), ASSAULT(2), ASSAULT_COVER(0), ASSAULT_COVER_CASTLE_ATTACK(0), COVER(0)"	MUSLIM		0			NONE	NO	0.5	YES	3	1						AXE	YES		ALL_FACTIONS
